,Unnamed: 0,company,description,salary,title,remote,city,state
1336,1336,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1337,1337,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1338,1338,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1339,1339,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1340,1340,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1341,1341,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1342,1342,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1343,1343,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1344,1344,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1345,1345,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1346,1346,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1347,1347,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1348,1348,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1349,1349,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1350,1350,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1351,1351,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1352,1352,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1353,1353,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1354,1354,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1355,1355,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1356,1356,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1357,1357,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1358,1358,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1359,1359,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1360,1360,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1361,1361,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1362,1362,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1363,1363,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1364,1364,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1365,1365,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1366,1366,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1367,1367,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1368,1368,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1369,1369,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1370,1370,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1371,1371,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1372,1372,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1373,1373,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1374,1374,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1375,1375,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1376,1376,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1377,1377,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1378,1378,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1379,1379,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1380,1380,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1381,1381,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1382,1382,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1383,1383,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1384,1384,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1385,1385,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1386,1386,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1387,1387,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1388,1388,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1389,1389,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1390,1390,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1391,1391,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1392,1392,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1393,1393,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1394,1394,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1395,1395,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1396,1396,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1397,1397,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1398,1398,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1399,1399,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1400,1400,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1401,1401,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1402,1402,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1403,1403,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1404,1404,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1405,1405,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1406,1406,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1407,1407,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1408,1408,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1409,1409,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1410,1410,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1411,1411,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1412,1412,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1413,1413,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1414,1414,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1415,1415,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1416,1416,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1417,1417,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1418,1418,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1419,1419,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1420,1420,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1421,1421,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1422,1422,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1423,1423,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1424,1424,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1425,1425,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1426,1426,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1427,1427,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1428,1428,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1429,1429,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1430,1430,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1431,1431,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1432,1432,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1433,1433,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1434,1434,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1435,1435,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1436,1436,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1437,1437,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1438,1438,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1439,1439,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1440,1440,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1441,1441,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1442,1442,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1443,1443,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1444,1444,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1445,1445,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1446,1446,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1447,1447,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1448,1448,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1449,1449,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1450,1450,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1451,1451,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1452,1452,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1453,1453,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1454,1454,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1455,1455,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1456,1456,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1457,1457,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1458,1458,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1459,1459,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1460,1460,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1461,1461,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1462,1462,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1463,1463,"Fiserv, Inc.",Fiserv's Technology Analyst Program is an early career development program where candidates experience two one-year assignments in a core functional technology…,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1464,1464,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1465,1465,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1466,1466,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1467,1467,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1468,1468,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1469,1469,Mission Lane,"A low-ego, respectful, data science team committed to solving practical problems together. To use distributed computing systems like Spark and Snowflake to…",,Principal Data Scientist (open to remote),no,Richmond,VA
1470,1470,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1471,1471,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1472,1472,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1473,1473,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1474,1474,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1475,1475,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1476,1476,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1477,1477,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1478,1478,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1479,1479,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1480,1480,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1481,1481,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1482,1482,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1483,1483,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1484,1484,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1485,1485,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1486,1486,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1487,1487,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1488,1488,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
