,Unnamed: 0,title,salary,description,remote,city,state
1008,1008,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,no,San Jose,CA
1009,1009,Applied Research Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
1010,1010,Mathematician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.",no,Las Vegas,NV
1011,1011,Data Scientist,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.",no,Tysons,VA
1012,1012,Data Science,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…",no,Pleasanton,CA
1013,1013,Data Analyst,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…",no,Washington,DC
1014,1014,Machine Learning,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…",no,San Francisco,CA
1015,1015,"Engineer 2, Software Release Engineer",,The CPE Software Release Management Engineer function is essential to the successful development and deployment of new features and fixes as the function…,no,Philadelphia,PA
1016,1016,Respiratory Therapist I/II- Liberty- Part-Time- 20-24 hrs/we...,,"Assesses patients, clients and families and recognizes normal parameters, deviations and abnormalities in physical, emotional, developmental and behavioral…",no,Township of Liberty,OH
1017,1017,"Registered Nurse, Acute ~ Emergency Department, Burnet, .6 F...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1018,1018,RN-Urology,,"The RN provides patient care under the supervision of a physician.Obtains vital signs, gathers pertinent health information while following decision trees and…",no,Lovington,NM
1019,1019,FDA Postdoctoral Fellowship in Multidomain Medical Artificia...,,"For the analysis of serial CT images and genomics data, design a ML pipeline that includes.Feature extraction from imaging, genomics and clinical data (both…",no,Silver Spring,MD
1020,1020,"Experienced Registered Nurse, Hematology/Oncology, 0.9FTE, P...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1021,1021,REGISTERED NURSE for Every Child Succeeds Program (Nurse-Fam...,,"Collects clinical data; follow algorithms, decision trees, and protocols.PURPOSE OF POSITION: To function as a professional nurse and to apply theoretical…",no,Cincinnati,OH
1022,1022,Data Engineer,,"Builds, tests and enhances data curation pipelines integration data from wide variety of sources like DBMS, File systems, APIs and streaming systems for various…",no,Charlotte,NC
1023,1023,"Experienced Registered Nurse, Endocrine/Pulmonary/A7C, 0.9FT...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1024,1024,Instructor or Clinical Assistant Professor,,"Candidates may be tasked with teaching and/or developing courses related to some of the following topics: applying modern data science tools, business analytics…",no,Denver,CO
1025,1025,"Mathematical & Digital Sciences Temp Pool: Math Thinking, Co...",,The Department of Mathematical & Digital Sciences at Bloomsburg University of Pennsylvania seeks individuals to serve as either full-time or part-time temporary…,no,Bloomsburg,PA
1026,1026,"Specialist, Marketing Information Management",,Builds data visualization to support business needs.Assists with multiple projects to develop business and data analysis to drive business objectives.,no,Columbus,OH
1027,1027,"Registered Nurse, College Hill/PA2E, 0.5FTE, D/E Rotation, A...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1028,1028,"Experienced REGISTERED NURSE, Emergency Services Nursing .7f...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1029,1029,"Experienced Registered Nurse, Peritoneal Dialysis, 0.8 FTE,...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1030,1030,Machine Learning,,"Demonstrated expertise in machine learning research.Publication record in relevant conferences (e.g. NeurIPS, ICML, ICLR, AAAI, CVPR, ICCV, ECCV, ACL, EMNLP,…",no,Santa Clara Valley,CA
1031,1031,Data Scientist,,Presents data insights and recommendations to key stakeholders.Explore new data sources and analytical techniques to ensure ongoing competitive advantage.,no,Cincinnati,OH
1032,1032,Data Scientist,,"Familiarity with scaling and operationalizing data science models in production settings.Perform data wrangling, ETL, and data exploration tasks.",no,Mahwah,NJ
1033,1033,Data Analyst,,"As part of the stakeholder-facing arm of the team, you will own relationships with decision makers to help improve the end-customer experience by making the…",no,Seattle,WA
1034,1034,Machine Learning,,"PhD in a physical science, computer science, or engineering or related field completed within the last 3 years, or soon to be completed.",no,Lemont,IL
1035,1035,Data Scientist,,5+ year of industry experience in quantitative analytics and applied data science.The team will rely on your expertise in data science to build this visionary…,no,Thousand Oaks,CA
1036,1036,Data Scientist,,"Contribute to ongoing expansion of data science expertise and credentials by keeping up with industry best practices, developing new skills, and knowledge…",no,Minneapolis,MN
1037,1037,Data Analyst,,"Manage year-over-year Trade trackers and maintain historical Trade files, IFR data updates, process mapping and the team site.",no,East Hanover,NJ
1038,1038,"Operations Manager, AWS Support",,"Ability to analyze and leverage data and metrics driven focus, both qualitative and quantitative.Bachelor’s degree in Information Science / Information…",no,Seattle,WA
1039,1039,Senior Computational Scientist - Hasso Plattner Institute fo...,,"Experience with data science, containers and cloud environments.As a member of the Fuchs Lab and the Hasso Plattner Institute for Digital Health, the Senior…",no,New York,NY
1040,1040,Engineering,,"A Ph.D. degree in industrial engineering, systems engineering, data science, or a closely related field is required.",no,San Luis Obispo,CA
1041,1041,Data Scientist,,"Experience with common data tools: Spark, SQL, Kafka, Flink.MS/MSc or PhD in computer science, electrical engineering, statistics or similarly quantitative…",no,Seattle,WA
1042,1042,Data Scientist,,"This person’s primary focus will be to develop, refine, deploy, and productionize impactful data science projects to business users.",no,Rosemont,IL
1043,1043,Data Science,,Demonstrated ability to lead and manage data science and analytics engineering teams.Minimum of 7 years of relevant industry work experience providing data…,no,Parsippany,NJ
1044,1044,Senior Partner Decision Scientist,,"Work hand-in-hand both with the internal data science teams, as well as partner risk science teams to integrate and build decision science models on the CK…",no,Charlotte,NC
1045,1045,Data Scientist,,"Foundation in data science, machine learning, and analytics, including statistical data analysis and A/B testing.",no,Santa Clara Valley,CA
1046,1046,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
1047,1047,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
1048,1048,AI Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).",no,Bellevue,WA
1049,1049,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…",no,Gaithersburg,MD
1050,1050,Decision Scientist,,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",yes,Remote,
1051,1051,Data Science,,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",yes,United States,
1052,1052,CCB - Applied AI ML - VP,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,no,Columbus,OH
1053,1053,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,no,San Jose,CA
1054,1054,Applied Research Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
1055,1055,Mathematician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.",no,Las Vegas,NV
1056,1056,Data Scientist,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.",no,Tysons,VA
1057,1057,Data Science,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…",no,Pleasanton,CA
1058,1058,Data Analyst,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…",no,Washington,DC
1059,1059,Machine Learning,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…",no,San Francisco,CA
1060,1060,Data Scientist,,Strong familiarity with unstructured data.3 or more years of experience developing and deploying text and data mining solutions.,yes,Remote,
1061,1061,Machine Learning,,"Good knowledge in one of the following areas: machine learning, deep learning, backend, large-scale systems, data science, full-stack.",yes,Mountain View,CA
1062,1062,Data Scientist,,"Masters or Doctoral degree in ecology, environmental science, data science, computer science, or a related field.Experience in data management and/or analysis.",no,Santa Barbara,CA
1063,1063,Azure Data/ ETL Engineer with Databricks,,"With the power to apply artificial intelligence and data science to business decisions via enterprise data management solutions, we help leading companies…",yes,Las Vegas,NV
1064,1064,"Associate, Data Analytics",,"Responsible to create stored procedures and scripts, reconcile data, ensure data integrity, define data joining procedures, and performing statistical trend…",no,Washington,DC
1065,1065,Data Science,,"Pulling data, joining, and manipulating large datasets to support customer data warehouse, self-service data platform/tools and adhoc analyses.",no,New York,NY
1066,1066,Machine Learning,,"Python expertise (data structures, coding patterns) along with common data, math and visualization libraries.Experience coding with popular frameworks.",yes,United States,
1067,1067,Data Science,,Experience in software development and data science.You will analyze data collected from simulation and hardware to recommend design improvements.,no,Santa Clara,CA
1068,1068,Katabat System Administrator for Consumer Digital Collection...,,"This role is responsible for programming the collections treatment decision logic in the Katabat Digital Platform, as well as having responsibility for…",yes,Alabama,
1069,1069,"Data Product Engineer, Revenue Science",,"Experience with large-scale data warehousing architecture and data modeling.As a member of the Data Product Engineering team, you will work closely with…",no,San Francisco,CA
1070,1070,Data Scientist,,"Training and development opportunities at cutting edge data-science conferences across the country.Their ability to understand, navigate, and manipulate a…",no,Glen Allen,VA
1071,1071,Data Scientist,,At least three years of applicable data science experience.Ability to skillfully apply data science principles and theory.,no,Redwood City,CA
1072,1072,Data Scientist,,Data Science is all about breaking new ground to enable businesses to answer their most urgent questions.Solve complex business and customer issues utilizing…,yes,Houston,TX
1073,1073,Data Science,,"Knowledge of applied statistical analysis, modeling techniques, and data visualization methods.Title: Data Science & Analytics Development Program 2021b -…",no,Moline,IL
1074,1074,Data Science,,"Experience with data gathering, data quality, system architecture, coding best practices.Experience with perception (e.g. computer vision), time series data (e…",no,Richardson,TX
1075,1075,LPN/RN LMC Walk In Clinic- 12 Hour Shifts,,"The LPN provides patient centered nursing care.Obtains vital signs, gathers pertinent health information while following decision trees and protocols.",no,Lovington,NM
1076,1076,Registered Nurse Behavioral Health Adult Inpatient Unit PM s...,,"To that end, Graduate Nurses and Registered Nurses with less than two (2) years of RN work experience will need to possess a BSN, or as a contingency of…",no,Wauwatosa,WI
1077,1077,"Respiratory Therapist I/II- NICU, PICU, CICU or Float - 32-3...",,"Assesses patients, clients and families and recognizes normal parameters, deviations and abnormalities in physical, emotional, developmental and behavioral…",no,Cincinnati,OH
1078,1078,"Registered Nurse, OR, 1.0FTE, Days, Call Required, Acute",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1079,1079,Sr Software Engineer I-Artificial Intelligence/Machine Langu...,,"Experience with non-traditional data storage technologies (e.g., Cassandra, ElasticSearch, Solr, MongoDB, Graph stores, MinIO for block storage).",no,Richardson,TX
1080,1080,Respiratory Therapist I/II- Critical Care Building- Full-Tim...,,"Assesses patients, clients and families and recognizes normal parameters, deviations and abnormalities in physical, emotional, developmental and behavioral…",no,Cincinnati,OH
1081,1081,"Experienced REGISTERED NURSE, CICU .6fte AM/PM Rotation Acut...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1082,1082,Machine Learning,,"Deploy and maintain data science and data engineering development environments.Preferred language familiarity: Python, Go, Ruby, Rust, Scala Database skills –…",no,Austin,TX
1083,1083,"Registered Nurse, Anesthesia Imaging, 0.9FTE, Days, Call Req...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1084,1084,Registered Nurse (RN) - Med/Tele and Respiratory at St. Luke...,,"For example: conducts chart audits, collects data, implements performance improvement interventions, and/or offers suggestions for performance improvement.",no,Milwaukee,WI
1085,1085,"Registered Nurse, College Hill/Residential, Stand By, Acute",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1086,1086,"REGISTERED NURSE, OB/ Fetal Care Clinic (Experience RN Non-A...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1087,1087,"Registered Nurse, College Hill Residential, 0.03FTE/Stand By...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1088,1088,Data Science,$40 - $50 an hour,"MyGuru, a boutique 1-1 tutoring and test prep provider, is seeking experienced a data science/machine learning tutor to join our team.",yes,Remote,
1089,1089,"REGISTERED NURSE, Acute A7NS Neuro science 0.8 FTE Experienc...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1090,1090,AI Consultant 3,,"The investments we are making will help the company create innovative digital banking experiences, and make it easier for customers to achieve their financial…",no,San Francisco,CA
1091,1091,Data Science,,"Ability to manipulate data in a fast-paced environment to gather quick insights, visualize the data and generate interactive reports and dashboards for the team…",no,Kohler,WI
1092,1092,Data Science,,PhD in mathematics or computer science (with preference for mathematics).This project involves both mathematical analysis of optimization in deep learning and…,no,New York,NY
1093,1093,Data Scientist,,"Experience with distributed data analysis and large-scale data visualization (PySpark/dask, EMR).Develop an efficient infrastructure for large scale analysis…",no,Pasadena,CA
1094,1094,Data Science,"$55,000 a year","Coordinate and synthesize microbiome data.Previous experience in integrating and analyzing large scale data (omics, biogeochemical data, etc.).",no,State University,A
1095,1095,Data Scientist,,"Experience with big data and big data platforms.Researching and exploring data sources, working with data and systems experts to understand the data and what…",no,Maplewood,MN
1096,1096,Data Analyst,,"Drive the collection of new data and the refinement of existing data resources.Identify trends, performance, safety, and productivity opportunities by applying…",no,Homewood,IL
1097,1097,Data Science,,Excellent technical skills to turn big data in Hadoop into impactful insights.To be successful in this role:5+ years of experience in analytics/data…,no,San Francisco,CA
1098,1098,Data Science,,"7+ years of data science experience or equivalent.You will assemble a team to leverage a unique set of skills, including, data engineering, analytics, data…",no,San Francisco,CA
1099,1099,Data Analyst,"$103,690 - $159,286 a year","Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute data…",no,Washington,DC
1100,1100,JPMWM - Quant Analytics - Data & Analytics - Sr. Associate,,"We have unified data and analytics talent across the firm and encompass a variety of disciplines including data science, reporting, quantitative analytics, and…",no,Columbus,OH
1101,1101,Data Science,,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…",yes,Chicago,IL
1102,1102,Data Analyst,,Experience with data lakes and data warehousing.Manage data requests in JIRA and summarizes data findings and processes in JIRA and Confluence for internal…,no,San Francisco,CA
1103,1103,Data Scientist,,"Experience with eCommerce data analysis is a plus.Strong presentation skills, with the ability to translate data into business insights.",yes,Los Angeles,CA
1104,1104,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,United States,
1105,1105,AI Consultant 3,,"The investments we are making will help the company create innovative digital banking experiences, and make it easier for customers to achieve their financial…",no,San Francisco,CA
1106,1106,Data Science,,"Ability to manipulate data in a fast-paced environment to gather quick insights, visualize the data and generate interactive reports and dashboards for the team…",no,Kohler,WI
1107,1107,Data Science,,PhD in mathematics or computer science (with preference for mathematics).This project involves both mathematical analysis of optimization in deep learning and…,no,New York,NY
1108,1108,Data Scientist,,"Experience with distributed data analysis and large-scale data visualization (PySpark/dask, EMR).Develop an efficient infrastructure for large scale analysis…",no,Pasadena,CA
1109,1109,Data Science,"$55,000 a year","Coordinate and synthesize microbiome data.Previous experience in integrating and analyzing large scale data (omics, biogeochemical data, etc.).",no,State University,A
1110,1110,Data Scientist,,"Experience with big data and big data platforms.Researching and exploring data sources, working with data and systems experts to understand the data and what…",no,Maplewood,MN
1111,1111,Data Analyst,,"Drive the collection of new data and the refinement of existing data resources.Identify trends, performance, safety, and productivity opportunities by applying…",no,Homewood,IL
1112,1112,Data Science,,Excellent technical skills to turn big data in Hadoop into impactful insights.To be successful in this role:5+ years of experience in analytics/data…,no,San Francisco,CA
1113,1113,Data Science,,"7+ years of data science experience or equivalent.You will assemble a team to leverage a unique set of skills, including, data engineering, analytics, data…",no,San Francisco,CA
1114,1114,Data Analyst,"$103,690 - $159,286 a year","Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute data…",no,Washington,DC
1115,1115,JPMWM - Quant Analytics - Data & Analytics - Sr. Associate,,"We have unified data and analytics talent across the firm and encompass a variety of disciplines including data science, reporting, quantitative analytics, and…",no,Columbus,OH
1116,1116,Data Science,,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…",yes,Chicago,IL
1117,1117,Data Analyst,,Experience with data lakes and data warehousing.Manage data requests in JIRA and summarizes data findings and processes in JIRA and Confluence for internal…,no,San Francisco,CA
1118,1118,Data Scientist,,"Experience with eCommerce data analysis is a plus.Strong presentation skills, with the ability to translate data into business insights.",yes,Los Angeles,CA
1119,1119,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,United States,
1120,1120,"Experienced Registered Nurse, Hematology/Oncology, 0.9FTE, P...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1121,1121,REGISTERED NURSE for Every Child Succeeds Program (Nurse-Fam...,,"Collects clinical data; follow algorithms, decision trees, and protocols.PURPOSE OF POSITION: To function as a professional nurse and to apply theoretical…",no,Cincinnati,OH
1122,1122,Data Engineer,,"Builds, tests and enhances data curation pipelines integration data from wide variety of sources like DBMS, File systems, APIs and streaming systems for various…",no,Charlotte,NC
1123,1123,"Experienced Registered Nurse, Endocrine/Pulmonary/A7C, 0.9FT...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1124,1124,Instructor or Clinical Assistant Professor,,"Candidates may be tasked with teaching and/or developing courses related to some of the following topics: applying modern data science tools, business analytics…",no,Denver,CO
1125,1125,"Mathematical & Digital Sciences Temp Pool: Math Thinking, Co...",,The Department of Mathematical & Digital Sciences at Bloomsburg University of Pennsylvania seeks individuals to serve as either full-time or part-time temporary…,no,Bloomsburg,PA
1126,1126,"Specialist, Marketing Information Management",,Builds data visualization to support business needs.Assists with multiple projects to develop business and data analysis to drive business objectives.,no,Columbus,OH
1127,1127,"Registered Nurse, College Hill/PA2E, 0.5FTE, D/E Rotation, A...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1128,1128,"Experienced REGISTERED NURSE, Emergency Services Nursing .7f...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1129,1129,"Experienced Registered Nurse, Peritoneal Dialysis, 0.8 FTE,...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
1130,1130,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
1131,1131,AI Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).",no,Bellevue,WA
1132,1132,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…",no,Gaithersburg,MD
1133,1133,Decision Scientist,,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",yes,Remote,
1134,1134,Data Science,,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",yes,United States,
1135,1135,CCB - Applied AI ML - VP,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,no,Columbus,OH
1136,1136,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,no,San Jose,CA
1137,1137,Applied Research Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
1138,1138,Mathematician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.",no,Las Vegas,NV
1139,1139,Data Scientist,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.",no,Tysons,VA
1140,1140,Data Science,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…",no,Pleasanton,CA
1141,1141,Data Analyst,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…",no,Washington,DC
1142,1142,Machine Learning,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…",no,San Francisco,CA
1143,1143,Data Analyst,,"Degree in applied mathematics, statistics, data science, computer science or related field is preferred.Interface with product, sourcing, data science and…",no,Kirkland,WA
1144,1144,Data Analyst,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,no,Alpharetta,GA
1145,1145,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
1146,1146,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
1147,1147,AI Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).",no,Bellevue,WA
1148,1148,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…",no,Gaithersburg,MD
1149,1149,Decision Scientist,,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",yes,Remote,
1150,1150,Data Science,,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",yes,United States,
1151,1151,CCB - Applied AI ML - VP,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,no,Columbus,OH
1152,1152,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,no,San Jose,CA
1153,1153,Applied Research Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
1154,1154,Mathematician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.",no,Las Vegas,NV
1155,1155,Data Scientist,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.",no,Tysons,VA
1156,1156,Data Science,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…",no,Pleasanton,CA
1157,1157,Data Analyst,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…",no,Washington,DC
1158,1158,Machine Learning,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…",no,San Francisco,CA
1159,1159,Data Analyst,,"Degree in applied mathematics, statistics, data science, computer science or related field is preferred.Interface with product, sourcing, data science and…",no,Kirkland,WA
1160,1160,AI Consultant 3,,"The investments we are making will help the company create innovative digital banking experiences, and make it easier for customers to achieve their financial…",no,San Francisco,CA
1161,1161,Data Science,,"Ability to manipulate data in a fast-paced environment to gather quick insights, visualize the data and generate interactive reports and dashboards for the team…",no,Kohler,WI
1162,1162,Data Science,,PhD in mathematics or computer science (with preference for mathematics).This project involves both mathematical analysis of optimization in deep learning and…,no,New York,NY
1163,1163,Data Scientist,,"Experience with distributed data analysis and large-scale data visualization (PySpark/dask, EMR).Develop an efficient infrastructure for large scale analysis…",no,Pasadena,CA
1164,1164,Data Science,"$55,000 a year","Coordinate and synthesize microbiome data.Previous experience in integrating and analyzing large scale data (omics, biogeochemical data, etc.).",no,State University,A
1165,1165,Data Scientist,,"Experience with big data and big data platforms.Researching and exploring data sources, working with data and systems experts to understand the data and what…",no,Maplewood,MN
1166,1166,Data Analyst,,"Drive the collection of new data and the refinement of existing data resources.Identify trends, performance, safety, and productivity opportunities by applying…",no,Homewood,IL
1167,1167,Data Science,,Excellent technical skills to turn big data in Hadoop into impactful insights.To be successful in this role:5+ years of experience in analytics/data…,no,San Francisco,CA
1168,1168,Data Science,,"7+ years of data science experience or equivalent.You will assemble a team to leverage a unique set of skills, including, data engineering, analytics, data…",no,San Francisco,CA
1169,1169,Data Analyst,"$103,690 - $159,286 a year","Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute data…",no,Washington,DC
1170,1170,JPMWM - Quant Analytics - Data & Analytics - Sr. Associate,,"We have unified data and analytics talent across the firm and encompass a variety of disciplines including data science, reporting, quantitative analytics, and…",no,Columbus,OH
1171,1171,Data Science,,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…",yes,Chicago,IL
1172,1172,Data Analyst,,Experience with data lakes and data warehousing.Manage data requests in JIRA and summarizes data findings and processes in JIRA and Confluence for internal…,no,San Francisco,CA
1173,1173,Data Scientist,,"Experience with eCommerce data analysis is a plus.Strong presentation skills, with the ability to translate data into business insights.",yes,Los Angeles,CA
1174,1174,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,United States,
1175,1175,Data Analyst,,"1+ year(s) of experience manipulating data sets, visualizing data, building statistical models, and the general application of data science concepts and tools…",no,Kirkwood,MO
1176,1176,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
1177,1177,AI Engineer,,"Experience with applying machine learning techniques to problems in simulation engines and 3D data (sensors, physics engines, object detection, etc.).",no,Bellevue,WA
1178,1178,Data Scientist,,"Experience in Python software development, data science and machine learning.GeneDx is recruiting for a full-time Data Scientist to contribute to a team…",no,Gaithersburg,MD
1179,1179,Decision Scientist,,"Experience finding, cleaning, and manipulating data to build data sets.3+ years of experience in data analysis, data science, decision science, or similar…",yes,Remote,
1180,1180,Data Science,,"Education Requirements: BA/BS in a technical discipline, or equivalent professional experienceExperience Requirements: 5+ years backend software development…",yes,United States,
1181,1181,CCB - Applied AI ML - VP,,Significant experience working with very large scale (structured and unstructured) data.Generate deep insights through the analysis of data and understanding…,no,Columbus,OH
1182,1182,Data Scientist,,Create the vision for data science solutions incorporating the latest techniques.Knowledge of cloud services (GCP /AWS ) and developing data science projects.,no,San Jose,CA
